start_at,end_at,start_sec,end_sec,char,latin_char,type,video_name
00:01:12,00:01:14,72,74,ឬ,rueu,independent_vowel,PXL_20221005_063616958.mp4
00:01:20,00:01:21,80,81,ឭ,lue,independent_vowel,PXL_20221005_063616958.mp4
00:01:24,00:01:26,84,86,ឮ,lueu,independent_vowel,PXL_20221005_063616958.mp4
00:01:32,00:01:35,92,95,ឯ,ae,independent_vowel,PXL_20221005_063616958.mp4
00:01:40,00:01:43,100,103,ឰ,ai,independent_vowel,PXL_20221005_063616958.mp4
00:01:57,00:01:58,117,118,ឱ,ao,independent_vowel,PXL_20221005_063616958.mp4
00:02:00,00:02:02,120,122,ឳ,au,independent_vowel,PXL_20221005_063616958.mp4
00:00:06,00:00:07,06,07,ឥ,e,independent_vowel,PXL_20221005_063103621.mp4
00:00:12,00:00:13,12,13,ឦ,ei,independent_vowel,PXL_20221005_063103621.mp4
00:00:18,00:00:21,18,21,ឧ,o,independent_vowel,PXL_20221005_063103621.mp4
00:00:23,00:00:31,23,31,ឩ,ou,independent_vowel,PXL_20221005_063103621.mp4
00:00:32,00:00:34,32,34,ឪ,au_treisapt,independent_vowel,PXL_20221005_063103621.mp4
00:00:38,00:00:41,38,41,ឫ,rue,independent_vowel,PXL_20221005_063103621.mp4
00:00:44,00:00:47,44,47,ឬ,rueu,independent_vowel,PXL_20221005_063103621.mp4
00:00:55,00:00:56,55,56,ឭ,lue,independent_vowel,PXL_20221005_063103621.mp4
00:01:02,00:01:05,62,65,ឮ,lueu,independent_vowel,PXL_20221005_063103621.mp4
00:01:12,00:01:17,72,77,ឯ,ae,independent_vowel,PXL_20221005_063103621.mp4
00:01:26,00:01:27,86,87,ឰ,ai,independent_vowel,PXL_20221005_063103621.mp4
00:01:35,00:01:37,95,97,ឱ,ao,independent_vowel,PXL_20221005_063103621.mp4
00:01:44,00:01:47,104,107,ឳ,au,independent_vowel,PXL_20221005_063103621.mp4
00:00:02,00:00:03,02,03,ឥ,e,independent_vowel,PXL_20221005_064550141.mp4
00:00:07,00:00:09,07,09,ឦ,ei,independent_vowel,PXL_20221005_064550141.mp4
00:00:14,00:00:15,14,15,ឧ,o,independent_vowel,PXL_20221005_064550141.mp4
00:00:30,00:00:35,30,35,ឩ,ou,independent_vowel,PXL_20221005_064550141.mp4
00:00:36,00:00:38,36,38,ឪ,au_treisapt,independent_vowel,PXL_20221005_064550141.mp4
00:00:49,00:00:50,49,50,ឫ,rue,independent_vowel,PXL_20221005_064550141.mp4
00:00:56,00:00:58,56,58,ឬ,rueu,independent_vowel,PXL_20221005_064550141.mp4
00:01:08,00:01:09,68,69,ឭ,lue,independent_vowel,PXL_20221005_064550141.mp4
00:01:15,00:01:17,75,77,ឮ,lueu,independent_vowel,PXL_20221005_064550141.mp4
00:01:43,00:01:46,103,106,ឯ,ae,independent_vowel,PXL_20221005_064550141.mp4
00:01:54,00:01:57,114,117,ឰ,ai,independent_vowel,PXL_20221005_064550141.mp4
00:02:05,00:02:08,125,128,ឱ,ao,independent_vowel,PXL_20221005_064550141.mp4
00:02:16,00:02:18,136,138,ឳ,au,independent_vowel,PXL_20221005_064550141.mp4
00:00:04,00:00:07,04,07,ឥ,e,independent_vowel,PXL_20221012_080145435.mp4
00:00:14,00:00:18,14,18,ឦ,ei,independent_vowel,PXL_20221012_080145435.mp4
00:00:24,00:00:28,24,28,ឧ,o,independent_vowel,PXL_20221012_080145435.mp4
00:00:30,00:00:33,30,33,ឩ,ou,independent_vowel,PXL_20221012_080145435.mp4
00:00:36,00:00:39,36,39,ឪ,au_treisapt,independent_vowel,PXL_20221012_080145435.mp4
00:00:44,00:00:47,44,47,ឫ,rue,independent_vowel,PXL_20221012_080145435.mp4
00:00:50,00:00:53,50,53,ឬ,rueu,independent_vowel,PXL_20221012_080145435.mp4
00:00:56,00:01:02,56,62,ឭ,lue,independent_vowel,PXL_20221012_080145435.mp4
00:01:11,00:01:15,71,75,ឮ,lueu,independent_vowel,PXL_20221012_080145435.mp4
00:01:37,00:01:41,97,101,ឯ,ae,independent_vowel,PXL_20221012_080145435.mp4
00:01:22,00:01:32,82,92,ឰ,ai,independent_vowel,PXL_20221012_080145435.mp4
00:01:45,00:01:48,105,108,ឱ,ao,independent_vowel,PXL_20221012_080145435.mp4
00:01:50,00:01:53,110,113,ឳ,au,independent_vowel,PXL_20221012_080145435.mp4
00:00:16,00:00:20,16,20,ឥ,e,independent_vowel,PXL_20221012_091608909.mp4
00:00:21,00:00:25,21,25,ឦ,ei,independent_vowel,PXL_20221012_091608909.mp4
00:00:26,00:00:30,26,30,ឧ,o,independent_vowel,PXL_20221012_091608909.mp4
00:00:31,00:00:35,31,35,ឩ,ou,independent_vowel,PXL_20221012_091608909.mp4
00:00:36,00:00:40,36,40,ឪ,au_treisapt,independent_vowel,PXL_20221012_091608909.mp4
00:00:43,00:00:49,43,49,ឫ,rue,independent_vowel,PXL_20221012_091608909.mp4
00:00:52,00:00:57,52,57,ឬ,rueu,independent_vowel,PXL_20221012_091608909.mp4
00:00:58,00:01:05,58,65,ឭ,lue,independent_vowel,PXL_20221012_091608909.mp4
00:01:05,00:01:10,65,70,ឮ,lueu,independent_vowel,PXL_20221012_091608909.mp4
00:01:17,00:01:20,77,80,ឯ,ae,independent_vowel,PXL_20221012_091608909.mp4
00:01:28,00:01:34,88,94,ឰ,ai,independent_vowel,PXL_20221012_091608909.mp4
00:01:37,00:01:43,97,103,ឱ,ao,independent_vowel,PXL_20221012_091608909.mp4
00:01:43,00:01:48,103,108,ឳ,au,independent_vowel,PXL_20221012_091608909.mp4
