start_at,end_at,start_sec,end_sec,char,latin_char,type,video_name
 00:00:12, 00:00:14,12,14,ព,po,consonant,PXL_20221005_084351190.mp4
 00:00:14, 00:00:17,14,17,្ព,stack_po,stack_consonant,PXL_20221005_084351190.mp4
 00:00:17, 00:00:20,17,20,ភ,pho,consonant,PXL_20221005_084351190.mp4
 00:00:20, 00:00:23,20,23,្ភ,stack_pho,stack_consonant,PXL_20221005_084351190.mp4
 00:00:23, 00:00:26,23,26,ម,mo,consonant,PXL_20221005_084351190.mp4
 00:00:26, 00:00:29,26,29,្ម,stack_mo,stack_consonant,PXL_20221005_084351190.mp4
 00:00:02, 00:00:04,2,4,យ,yo,consonant,PXL_20221005_072721703.mp4
 00:00:04, 00:00:07,4,7,្យ,stack_yo,stack_consonant,PXL_20221005_072721703.mp4
 00:00:07, 00:00:09,7,9,រ,ro,consonant,PXL_20221005_072721703.mp4
 00:00:09, 00:00:12,9,12,្រ,stack_ro,stack_consonant,PXL_20221005_090611869.mp4
 00:00:18, 00:00:19,18,19,ល,lo,consonant,PXL_20221005_090611869.mp4
 00:00:19, 00:00:22,19,22,្ល,stack_lo,stack_consonant,PXL_20221005_090611869.mp4
 00:00:30, 00:00:32,30,32,វ,vo,consonant,PXL_20221005_090611869.mp4
 00:00:32, 00:00:34,32,34,្វ,stack_vo,stack_consonant,PXL_20221005_090611869.mp4
 00:00:34, 00:00:38,34,38,ស,sa,consonant,PXL_20221005_090611869.mp4
 00:00:38, 00:00:40,38,40,្ស,stack_sa,stack_consonant,PXL_20221005_090611869.mp4
 00:00:41, 00:00:48,41,48,ហ,ha,consonant,PXL_20221005_090611869.mp4
 00:00:48, 00:00:51,48,51,្ហ,stack_ha,stack_consonant,PXL_20221005_090611869.mp4
 00:00:51, 00:00:53,51,53,ឡ,la,consonant,PXL_20221005_090611869.mp4
 00:00:58, 00:01:01,58,61,អ,or,consonant,PXL_20221005_090611869.mp4
 00:01:01, 00:01:03,61,63,្អ,stack_or,stack_consonant,PXL_20221005_090611869.mp4
 00:00:01, 00:00:03,1,3,ក,ka,consonant,PXL_20221005_070935869.mp4
 00:00:04, 00:00:07,4,7,្ក,stack_ka,stack_consonant,PXL_20221005_070935869.mp4
 00:00:16, 00:00:18,16,18,ខ,kha,consonant,PXL_20221005_070935869.mp4
 00:00:18, 00:00:22,18,22,្ខ,stack_kha,stack_consonant,PXL_20221005_070935869.mp4
 00:00:39, 00:00:42,39,42,គ,ko,consonant,PXL_20221005_070935869.mp4
 00:00:43, 00:00:47,43,47,្គ,stack_ko,stack_consonant,PXL_20221005_070935869.mp4
 00:00:50, 00:00:53,50,53,ឃ,kho,consonant,PXL_20221005_070935869.mp4
 00:00:53, 00:00:56,53,56,្ឃ,stack_kho,stack_consonant,PXL_20221005_070935869.mp4
 00:01:04, 00:01:06,64,66,ង,ngo,consonant,PXL_20221005_070935869.mp4
 00:01:06, 00:01:10,66,70,្ង,stack_ngo,stack_consonant,PXL_20221005_070935869.mp4
 00:00:00, 00:00:03,0,3,ច,cha,consonant,PXL_20221005_073905078.mp4
 00:00:03, 00:00:07,3,7,្ច,stack_cha,stack_consonant,PXL_20221005_073905078.mp4
 00:00:07, 00:00:10,7,10,ឆ,chha,consonant,PXL_20221005_073905078.mp4
 00:00:10, 00:00:13,10,13,្ឆ,stack_chha,stack_consonant,PXL_20221005_073905078.mp4
 00:00:14, 00:00:18,14,18,ជ,cho,consonant,PXL_20221005_073905078.mp4
 00:00:18, 00:00:21,18,21,្ជ,stack_cho,stack_consonant,PXL_20221005_073905078.mp4
 00:00:22, 00:00:26,22,26,ឈ,chho,consonant,PXL_20221005_073905078.mp4
 00:00:26, 00:00:30,26,30,្ឈ,stack_chho,stack_consonant,PXL_20221005_073905078.mp4
 00:00:31, 00:00:34,31,34,ញ,nho,consonant,PXL_20221005_073905078.mp4
 00:00:34, 00:00:37,34,37,្ញ,stack_nho,stack_consonant,PXL_20221005_073905078.mp4
 00:00:00, 00:00:03,0,3,ដ,da,consonant,PXL_20221005_075532693.mp4
 00:00:03, 00:00:07,3,7,្ដ,stack_da,stack_consonant,PXL_20221005_075532693.mp4
 00:00:15, 00:00:17,15,17,ឋ,tha1,consonant,PXL_20221005_075532693.mp4
 00:00:17, 00:00:20,17,20,្ឋ,stack_tha1,stack_consonant,PXL_20221005_075532693.mp4
 00:00:20, 00:00:24,20,24,ឌ,do,consonant,PXL_20221005_075532693.mp4
 00:00:24, 00:00:27,24,27,្ឌ,stack_do,stack_consonant,PXL_20221005_075532693.mp4
 00:00:28, 00:00:31,28,31,ឍ,tho1,consonant,PXL_20221005_075532693.mp4
 00:00:31, 00:00:34,31,34,្ឍ,stack_tho1,stack_consonant,PXL_20221005_075532693.mp4
 00:00:36, 00:00:39,36,39,ណ,na,consonant,PXL_20221005_075532693.mp4
 00:00:40, 00:00:43,40,43,្ណ,stack_na,stack_consonant,PXL_20221005_075532693.mp4
 00:00:00, 00:00:03,0,3,ត,ta,consonant,PXL_20221005_081424722.mp4
 00:00:03, 00:00:07,3,7,្ត,stack_ta,stack_consonant,PXL_20221005_081424722.mp4
 00:00:19, 00:00:21,19,21,ថ,tha2,consonant,PXL_20221005_081424722.mp4
 00:00:21, 00:00:24,21,24,្ថ,stack_tha2,stack_consonant,PXL_20221005_081424722.mp4
 00:00:25, 00:00:28,25,28,ទ,to,consonant,PXL_20221005_081424722.mp4
 00:00:28, 00:00:32,28,32,្ទ,stack_to,stack_consonant,PXL_20221005_081424722.mp4
 00:00:33, 00:00:35,33,35,ធ,tho2,consonant,PXL_20221005_081424722.mp4
 00:00:35, 00:00:39,35,39,្ធ,stack_tho2,stack_consonant,PXL_20221005_081424722.mp4
 00:00:40, 00:00:42,40,42,ន,no,consonant,PXL_20221005_081424722.mp4
 00:00:42, 00:00:46,42,46,្ន,stack_no,stack_consonant,PXL_20221005_081424722.mp4
 00:00:01, 00:00:04,1,4,ប,ba,consonant,PXL_20221005_084459286.mp4
 00:00:04, 00:00:08,4,8,្ប,stack_ba,stack_consonant,PXL_20221005_084459286.mp4
 00:00:10, 00:00:13,10,13,ផ,pha,consonant,PXL_20221005_084459286.mp4
 00:00:13, 00:00:16,13,16,្ផ,stack_pha,stack_consonant,PXL_20221005_084459286.mp4
 00:00:29, 00:00:31,29,31,ព,po,consonant,PXL_20221005_084459286.mp4
 00:00:31, 00:00:33,31,33,្ព,stack_po,stack_consonant,PXL_20221005_084459286.mp4
 00:00:36, 00:00:42,36,42,ភ,pho,consonant,PXL_20221005_084459286.mp4
 00:00:42, 00:00:45,42,45,្ភ,stack_pho,stack_consonant,PXL_20221005_084459286.mp4
 00:00:47, 00:00:50,47,50,ម,mo,consonant,PXL_20221005_084459286.mp4
 00:00:50, 00:00:54,50,54,្ម,stack_mo,stack_consonant,PXL_20221005_084459286.mp4
 00:00:01, 00:00:04,1,4,យ,yo,consonant,PXL_20221005_090730668.mp4
 00:00:04, 00:00:07,4,7,្យ,stack_yo,stack_consonant,PXL_20221005_090730668.mp4
 00:00:07, 00:00:10,7,10,រ,ro,consonant,PXL_20221005_090730668.mp4
 00:00:10, 00:00:13,10,13,្រ,stack_ro,stack_consonant,PXL_20221005_090730668.mp4
 00:00:14, 00:00:16,14,16,ល,lo,consonant,PXL_20221005_090730668.mp4
 00:00:16, 00:00:20,16,20,្ល,stack_lo,stack_consonant,PXL_20221005_090730668.mp4
 00:00:22, 00:00:26,22,26,វ,vo,consonant,PXL_20221005_090730668.mp4
 00:00:26, 00:00:29,26,29,្វ,stack_vo,stack_consonant,PXL_20221005_090730668.mp4
 00:00:31, 00:00:34,31,34,ស,sa,consonant,PXL_20221005_090730668.mp4
 00:00:34, 00:00:37,34,37,្ស,stack_sa,stack_consonant,PXL_20221005_090730668.mp4
 00:00:57, 00:00:59,57,59,ហ,ha,consonant,PXL_20221005_090730668.mp4
 00:00:59, 00:01:01,59,61,្ហ,stack_ha,stack_consonant,PXL_20221005_090730668.mp4
 00:01:05, 00:01:15,65,75,ឡ,la ,consonant,PXL_20221005_090730668.mp4
 00:01:16, 00:01:18,76,78,អ,or,consonant,PXL_20221005_090730668.mp4
 00:01:18, 00:01:21,78,81,្អ,stack_or,stack_consonant,PXL_20221005_090730668.mp4
 00:00:01, 00:00:03,1,3,ក,ka,consonant,PXL_20221005_071903889.mp4
 00:00:04, 00:00:07,4,7,្ក,stack_ka,stack_consonant,PXL_20221005_071903889.mp4
 00:00:08, 00:00:12,8,12,ខ,kha,consonant,PXL_20221005_071903889.mp4
 00:00:12, 00:00:16,12,16,្ខ,stack_kha,stack_consonant,PXL_20221005_071903889.mp4
 00:00:35, 00:00:38,35,38,គ,ko,consonant,PXL_20221005_071903889.mp4
 00:00:38, 00:00:41,38,41,្គ,stack_ko,stack_consonant,PXL_20221005_071903889.mp4
 00:00:42, 00:00:44,42,44,ឃ,kho,consonant,PXL_20221005_071903889.mp4
 00:00:44, 00:00:48,44,48,្ឃ,stack_kho,stack_consonant,PXL_20221005_071903889.mp4
 00:00:49, 00:00:52,49,52,ង,ngo,consonant,PXL_20221005_071903889.mp4
 00:00:52, 00:00:54,52,54,្ង,stack_ngo,stack_consonant,PXL_20221005_071903889.mp4
 00:00:00, 00:00:03,0,3,ច,cha,consonant,PXL_20221005_074004415.mp4
 00:00:03, 00:00:06,3,6,្ច,stack_cha,stack_consonant,PXL_20221005_074004415.mp4
 00:00:06, 00:00:08,6,8,ឆ,chha,consonant,PXL_20221005_074004415.mp4
 00:00:08, 00:00:12,8,12,្ឆ,stack_chha,stack_consonant,PXL_20221005_074004415.mp4
 00:00:13, 00:00:15,13,15,ជ,cho,consonant,PXL_20221005_074004415.mp4
 00:00:15, 00:00:18,15,18,្ជ,stack_cho,stack_consonant,PXL_20221005_074004415.mp4
 00:00:18, 00:00:21,18,21,ឈ,chho,consonant,PXL_20221005_074004415.mp4
 00:00:21, 00:00:25,21,25,្ឈ,stack_chho,stack_consonant,PXL_20221005_074004415.mp4
 00:00:25, 00:00:27,25,27,ញ,nho,consonant,PXL_20221005_074004415.mp4
 00:00:27, 00:00:31,27,31,្ញ,stack_nho,stack_consonant,PXL_20221005_074004415.mp4
 00:00:00, 00:00:03,0,3,ដ,da,consonant,PXL_20221005_075717631.mp4
 00:00:03, 00:00:07,3,7,្ដ,stack_da,stack_consonant,PXL_20221005_075717631.mp4
 00:00:08, 00:00:14,8,14,ឋ,tha1,consonant,PXL_20221005_075717631.mp4
 00:00:14, 00:00:18,14,18,្ឋ,stack_tha1,stack_consonant,PXL_20221005_075717631.mp4
 00:00:20, 00:00:23,20,23,ឌ,do,consonant,PXL_20221005_075717631.mp4
 00:00:23, 00:00:26,23,26,្ឌ,stack_do,stack_consonant,PXL_20221005_075717631.mp4
 00:00:27, 00:00:30,27,30,ឍ,tho1,consonant,PXL_20221005_075717631.mp4
 00:00:30, 00:00:34,30,34,្ឍ,stack_tho1,stack_consonant,PXL_20221005_075717631.mp4
 00:00:35, 00:00:38,35,38,ណ,na,consonant,PXL_20221005_075717631.mp4
 00:00:38, 00:00:41,38,41,្ណ,stack_na,stack_consonant,PXL_20221005_075717631.mp4
 00:00:00, 00:00:03,0,3,ត,ta,consonant,PXL_20221005_082849125.mp4
 00:00:03, 00:00:05,3,5,្ត,stack_ta,stack_consonant,PXL_20221005_082849125.mp4
 00:00:06, 00:00:09,6,9,ថ,tha2,consonant,PXL_20221005_082849125.mp4
 00:00:09, 00:00:12,9,12,្ថ,stack_tha2,stack_consonant,PXL_20221005_082849125.mp4
 00:00:21, 00:00:24,21,24,ទ,to,consonant,PXL_20221005_082849125.mp4
 00:00:24, 00:00:26,24,26,្ទ,stack_to,stack_consonant,PXL_20221005_082849125.mp4
 00:00:29, 00:00:31,29,31,ធ,tho2,consonant,PXL_20221005_082849125.mp4
 00:00:31, 00:00:33,31,33,្ធ,stack_tho2,stack_consonant,PXL_20221005_082849125.mp4
 00:00:40, 00:00:42,40,42,ន,no,consonant,PXL_20221005_082849125.mp4
 00:00:42, 00:00:45,42,45,្ន,stack_no,stack_consonant,PXL_20221005_082849125.mp4
 00:00:00, 00:00:03,0,3,ប,ba,consonant,PXL_20221005_085002173.mp4
 00:00:03, 00:00:05,3,5,្ប,stack_ba,stack_consonant,PXL_20221005_085002173.mp4
 00:00:14, 00:00:16,14,16,ផ,pha,consonant,PXL_20221005_085002173.mp4
 00:00:16, 00:00:19,16,19,្ផ,stack_pha,stack_consonant,PXL_20221005_085002173.mp4
 00:00:20, 00:00:24,20,24,ព,po,consonant,PXL_20221005_085002173.mp4
 00:00:24, 00:00:27,24,27,្ព,stack_po,stack_consonant,PXL_20221005_085002173.mp4
 00:00:31, 00:00:37,31,37,ភ,pho,consonant,PXL_20221005_085002173.mp4
 00:00:37, 00:00:39,37,39,្ភ,stack_pho,stack_consonant,PXL_20221005_085002173.mp4
 00:00:40, 00:00:43,40,43,ម,mo,consonant,PXL_20221005_085002173.mp4
 00:00:43, 00:00:46,43,46,្ម,stack_mo,stack_consonant,PXL_20221005_085002173.mp4
 00:00:00, 00:00:02,0,2,យ,yo,consonant,PXL_20221005_090949218.mp4
 00:00:02, 00:00:04,2,4,្យ,stack_yo,stack_consonant,PXL_20221005_090949218.mp4
 00:00:04, 00:00:09,4,9,រ,ro,consonant,PXL_20221005_090949218.mp4
 00:00:09, 00:00:12,9,12,្រ,stack_ro,stack_consonant,PXL_20221005_090949218.mp4
 00:00:13, 00:00:15,13,15,ល,lo,consonant,PXL_20221005_090949218.mp4
 00:00:15, 00:00:19,15,19,្ល,stack_lo,stack_consonant,PXL_20221005_090949218.mp4
 00:00:29, 00:00:32,29,32,វ,vo,consonant,PXL_20221005_090949218.mp4
 00:00:32, 00:00:35,32,35,្វ,stack_vo,stack_consonant,PXL_20221005_090949218.mp4
 00:00:43, 00:00:45,43,45,ស,sa,consonant,PXL_20221005_090949218.mp4
 00:00:45, 00:00:48,45,48,្ស,stack_sa,stack_consonant,PXL_20221005_090949218.mp4
 00:01:09, 00:01:11,69,71,ហ,ha,consonant,PXL_20221005_090949218.mp4
 00:01:11, 00:01:14,71,74,្ហ,stack_ha,stack_consonant,PXL_20221005_090949218.mp4
 00:01:16, 00:01:22,76,82,ឡ,la ,consonant,PXL_20221005_090949218.mp4
 00:01:23, 00:01:25,83,85,អ,or,consonant,PXL_20221005_090949218.mp4
 00:01:25, 00:01:27,85,87,្អ,stack_or,stack_consonant,PXL_20221005_090949218.mp4
 00:00:09, 00:00:12,9,12,ក,ka,consonant,PXL_20221005_072341138.mp4
 00:00:12, 00:00:15,12,15,្ក,stack_ka,stack_consonant,PXL_20221005_072341138.mp4
 00:00:26, 00:00:29,26,29,ខ,kha,consonant,PXL_20221005_072341138.mp4
 00:00:29, 00:00:32,29,32,្ខ,stack_kha,stack_consonant,PXL_20221005_072341138.mp4
 00:00:01, 00:00:04,1,4,គ,ko,consonant,PXL_20221005_072341138.mp4
 00:00:04, 00:00:08,4,8,្គ,stack_ko,stack_consonant,PXL_20221005_072341138.mp4
 00:00:32, 00:00:41,32,41,ឃ,kho,consonant,PXL_20221005_072341138.mp4
 00:00:41, 00:00:48,41,48,្ឃ,stack_kho,stack_consonant,PXL_20221005_072341138.mp4
 00:00:50, 00:00:58,50,58,ង,ngo,consonant,PXL_20221005_072341138.mp4
 00:00:58, 00:01:03,58,63,្ង,stack_ngo,stack_consonant,PXL_20221005_072341138.mp4
 00:00:00, 00:00:04,0,4,ច,cha,consonant,PXL_20221005_073650388.mp4
 00:00:04, 00:00:09,4,9,្ច,stack_cha,stack_consonant,PXL_20221005_073650388.mp4
 00:00:10, 00:00:13,10,13,ឆ,chha,consonant,PXL_20221005_073650388.mp4
 00:00:13, 00:00:17,13,17,្ឆ,stack_chha,stack_consonant,PXL_20221005_073650388.mp4
 00:00:30, 00:00:33,30,33,ជ,cho,consonant,PXL_20221005_073650388.mp4
 00:00:33, 00:00:38,33,38,្ជ,stack_cho,stack_consonant,PXL_20221005_073650388.mp4
 00:00:40, 00:00:44,40,44,ឈ,chho,consonant,PXL_20221005_073650388.mp4
 00:00:44, 00:00:48,44,48,្ឈ,stack_chho,stack_consonant,PXL_20221005_073650388.mp4
 00:00:49, 00:00:52,49,52,ញ,nho,consonant,PXL_20221005_073650388.mp4
 00:00:52, 00:00:56,52,56,្ញ,stack_nho,stack_consonant,PXL_20221005_073650388.mp4
 00:00:00, 00:00:03,0,3,ដ,da,consonant,PXL_20221005_080054013.mp4
 00:00:03, 00:00:06,3,6,្ដ,stack_da,stack_consonant,PXL_20221005_080054013.mp4
 00:00:10, 00:00:14,10,14,ឋ,tha1,consonant,PXL_20221005_080054013.mp4
 00:00:14, 00:00:18,14,18,្ឋ,stack_tha1,stack_consonant,PXL_20221005_080054013.mp4
 00:00:24, 00:00:27,24,27,ឌ,do,consonant,PXL_20221005_080054013.mp4
 00:00:27, 00:00:30,27,30,្ឌ,stack_do,stack_consonant,PXL_20221005_080054013.mp4
 00:00:32, 00:00:35,32,35,ឍ,tho1,consonant,PXL_20221005_080054013.mp4
 00:00:35, 00:00:39,35,39,្ឍ,stack_tho1,stack_consonant,PXL_20221005_080054013.mp4
 00:00:41, 00:00:43,41,43,ណ,na,consonant,PXL_20221005_080054013.mp4
 00:00:43, 00:00:47,43,47,្ណ,stack_na,stack_consonant,PXL_20221005_080054013.mp4
 00:00:02, 00:00:03,2,3,ត,ta,consonant,PXL_20221005_082052010.mp4
 00:00:03, 00:00:06,3,6,្ត,stack_ta,stack_consonant,PXL_20221005_082052010.mp4
 00:00:07, 00:00:11,7,11,ថ,tha2,consonant,PXL_20221005_082052010.mp4
 00:00:11, 00:00:22,11,22,្ថ,stack_tha2,stack_consonant,PXL_20221005_082052010.mp4
 00:00:46, 00:00:48,46,48,ទ,to,consonant,PXL_20221005_082052010.mp4
 00:00:48, 00:00:50,48,50,្ទ,stack_to,stack_consonant,PXL_20221005_082052010.mp4
 00:00:51, 00:00:54,51,54,ធ,tho2,consonant,PXL_20221005_082052010.mp4
 00:00:54, 00:00:56,54,56,្ធ,stack_tho2,stack_consonant,PXL_20221005_082052010.mp4
 00:00:59, 00:01:02,59,62,ន,no,consonant,PXL_20221005_082052010.mp4
 00:01:02, 00:01:05,62,65,្ន,stack_no,stack_consonant,PXL_20221005_082052010.mp4
 00:00:00, 00:00:02,0,2,ប,ba,consonant,PXL_20221005_085105218.mp4
 00:00:02, 00:00:04,2,4,្ប,stack_ba,stack_consonant,PXL_20221005_085105218.mp4
 00:00:05, 00:00:09,5,9,ផ,pha,consonant,PXL_20221005_085105218.mp4
 00:00:09, 00:00:12,9,12,្ផ,stack_pha,stack_consonant,PXL_20221005_085105218.mp4
 00:00:13, 00:00:16,13,16,ព,po,consonant,PXL_20221005_085105218.mp4
 00:00:16, 00:00:20,16,20,្ព,stack_po,stack_consonant,PXL_20221005_085105218.mp4
 00:00:23, 00:00:26,23,26,ភ,pho,consonant,PXL_20221005_085105218.mp4
 00:00:26, 00:00:29,26,29,្ភ,stack_pho,stack_consonant,PXL_20221005_085105218.mp4
 00:00:30, 00:00:32,30,32,ម,mo,consonant,PXL_20221005_085105218.mp4
 00:00:32, 00:00:34,32,34,្ម,stack_mo,stack_consonant,PXL_20221005_085105218.mp4
 00:00:00, 00:00:03,0,3,យ,yo,consonant,PXL_20221005_091137699.mp4
 00:00:03, 00:00:06,3,6,្យ,stack_yo,stack_consonant,PXL_20221005_091137699.mp4
 00:00:07, 00:00:10,7,10,រ,ro,consonant,PXL_20221005_091137699.mp4
 00:00:10, 00:00:13,10,13,្រ,stack_ro,stack_consonant,PXL_20221005_091137699.mp4
 00:00:27, 00:00:30,27,30,ល,lo,consonant,PXL_20221005_091137699.mp4
 00:00:30, 00:00:33,30,33,្ល,stack_lo,stack_consonant,PXL_20221005_091137699.mp4
 00:00:00, 00:00:00,,,វ,vo,consonant,PXL_20221005_091137699.mp4
 00:00:00, 00:00:00,,,្វ,stack_vo,stack_consonant,PXL_20221005_091137699.mp4
 00:00:36, 00:00:39,36,39,ស,sa,consonant,PXL_20221005_091137699.mp4
 00:00:39, 00:00:43,39,43,្ស,stack_sa,stack_consonant,PXL_20221005_091137699.mp4
 00:00:56, 00:01:03,56,63,ហ,ha,consonant,PXL_20221005_091137699.mp4
 00:01:03, 00:01:07,63,67,្ហ,stack_ha,stack_consonant,PXL_20221005_091137699.mp4
 00:01:30, 00:01:39,90,99,ឡ,la ,consonant,PXL_20221005_091137699.mp4
 00:01:48, 00:01:51,108,111,អ,or,consonant,PXL_20221005_091137699.mp4
 00:01:51, 00:01:52,111,112,្អ,stack_or,stack_consonant,PXL_20221005_091137699.mp4
 00:00:24, 00:00:27,24,27,ក,ka,consonant,PXL_20221005_072551180.mp4
 00:00:27, 00:00:31,27,31,្ក,stack_ka,stack_consonant,PXL_20221005_072551180.mp4
 00:00:32, 00:00:34,32,34,ខ,kha,consonant,PXL_20221005_072551180.mp4
 00:00:34, 00:00:38,34,38,្ខ,stack_kha,stack_consonant,PXL_20221005_072551180.mp4
 00:00:01, 00:00:03,1,3,គ,ko,consonant,PXL_20221005_072551180.mp4
 00:00:03, 00:00:06,3,6,្គ,stack_ko,stack_consonant,PXL_20221005_072551180.mp4
 00:00:38, 00:00:41,38,41,ឃ,kho,consonant,PXL_20221005_072551180.mp4
 00:00:41, 00:00:44,41,44,្ឃ,stack_kho,stack_consonant,PXL_20221005_072551180.mp4
 00:00:45, 00:00:48,45,48,ង,ngo,consonant,PXL_20221005_072551180.mp4
 00:00:48, 00:00:50,48,50,្ង,stack_ngo,stack_consonant,PXL_20221005_072551180.mp4
 00:00:00, 00:00:03,0,3,ច,cha,consonant,PXL_20221005_074134352.mp4
 00:00:03, 00:00:07,3,7,្ច,stack_cha,stack_consonant,PXL_20221005_074134352.mp4
 00:00:07, 00:00:09,7,9,ឆ,chha,consonant,PXL_20221005_074134352.mp4
 00:00:09, 00:00:12,9,12,្ឆ,stack_chha,stack_consonant,PXL_20221005_074134352.mp4
 00:00:13, 00:00:15,13,15,ជ,cho,consonant,PXL_20221005_074134352.mp4
 00:00:15, 00:00:19,15,19,្ជ,stack_cho,stack_consonant,PXL_20221005_074134352.mp4
 00:00:24, 00:00:26,24,26,ឈ,chho,consonant,PXL_20221005_074134352.mp4
 00:00:26, 00:00:29,26,29,្ឈ,stack_chho,stack_consonant,PXL_20221005_074134352.mp4
 00:00:29, 00:00:32,29,32,ញ,nho,consonant,PXL_20221005_074134352.mp4
 00:00:32, 00:00:35,32,35,្ញ,stack_nho,stack_consonant,PXL_20221005_074134352.mp4
 00:00:00, 00:00:03,0,3,ដ,da,consonant,PXL_20221005_080344110.mp4
 00:00:03, 00:00:07,3,7,្ដ,stack_da,stack_consonant,PXL_20221005_080344110.mp4
 00:00:15, 00:00:17,15,17,ឋ,tha1,consonant,PXL_20221005_080344110.mp4
 00:00:17, 00:00:21,17,21,្ឋ,stack_tha1,stack_consonant,PXL_20221005_080344110.mp4
 00:00:22, 00:00:26,22,26,ឌ,do,consonant,PXL_20221005_080344110.mp4
 00:00:26, 00:00:31,26,31,្ឌ,stack_do,stack_consonant,PXL_20221005_080344110.mp4
 00:00:31, 00:00:34,31,34,ឍ,tho1,consonant,PXL_20221005_080344110.mp4
 00:00:34, 00:00:37,34,37,្ឍ,stack_tho1,stack_consonant,PXL_20221005_080344110.mp4
 00:00:38, 00:00:41,38,41,ណ,na,consonant,PXL_20221005_080344110.mp4
